dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,single_trial_correlation,cell_id
,,[-0.02 -0.24],"[[ 0.02  0.03]
 [-0.   -0.01]]",[0.7  0.69],"[[0.03 0.06]
 [0.04 0.02]]",[ 0.69 -1.  ],[-0.96  0.8 ],[-0.27 -0.25],[ 0.87 -0.98],[-0.45  0.21],"[[ 0.   -0.  ]
 [ 0.01  0.01]]","[[ 0.08  0.14]
 [-0.07 -0.03]]","[[-0.   -0.01]
 [-0.01 -0.  ]]","[[ 0.01 -0.01]
 [ 0.06 -0.03]]","[[ 0.  0.]
 [-0.  0.]]",,
,,[-0.02 -0.2 ],"[[ 0.01 -0.02]
 [-0.03  0.02]]",[0.71 0.74],"[[0.01 0.02]
 [0.05 0.03]]",[ 0.7 -1. ],[-0.99  0.93],[-0.26 -0.14],[ 0.89 -0.99],[-0.45  0.21],"[[ 0.01 -0.  ]
 [ 0.02  0.  ]]","[[ 0.03 -0.05]
 [-0.12  0.04]]","[[ 0.   -0.  ]
 [-0.01 -0.01]]","[[ 0.   -0.04]
 [-0.02  0.08]]","[[0. 0.]
 [0. 0.]]",,
,,[-0.12 -0.24],"[[ 0.06  0.01]
 [ 0.01 -0.01]]",[0.72 0.72],"[[0.07 0.1 ]
 [0.07 0.04]]",[ 0.55 -1.  ],[-0.99  0.9 ],[-0.43 -0.29],[ 0.9  -0.99],[-0.64  0.16],"[[ 0.   -0.  ]
 [-0.01  0.01]]","[[ 0.13 -0.13]
 [ 0.12  0.02]]","[[-0.   -0.  ]
 [ 0.01  0.01]]","[[ 0.17  0.19]
 [-0.09 -0.1 ]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[-0.23 -0.26],"[[-0.02 -0.01]
 [-0.02  0.04]]",[0.73 0.73],"[[0.07 0.09]
 [0.04 0.06]]",[ 0.3 -1. ],[-1.    0.95],[-0.57 -0.33],[ 0.92 -0.99],[-0.82  0.09],"[[ 0.    0.01]
 [ 0.01 -0.  ]]","[[ 0.06 -0.18]
 [-0.04  0.16]]","[[-0.    0.  ]
 [ 0.01 -0.02]]","[[-0.14  0.11]
 [-0.08  0.04]]","[[-0. -0.]
 [ 0.  0.]]",,
,,[ 0.19 -0.19],"[[-0.01  0.04]
 [ 0.03  0.03]]",[0.71 0.73],"[[0.01 0.1 ]
 [0.08 0.04]]",[ 1. -1.],[-0.99  0.89],[ 0.13 -0.16],[ 0.84 -0.98],[-0.05  0.29],"[[-0.   -0.  ]
 [ 0.01  0.  ]]","[[-0.02 -0.06]
 [-0.01  0.08]]","[[-0.    0.  ]
 [-0.01 -0.01]]","[[-0.01  0.23]
 [ 0.18  0.09]]","[[-0. -0.]
 [-0.  0.]]",,
,,[ 0.14 -0.2 ],"[[-0.01 -0.  ]
 [-0.02  0.02]]",[0.72 0.72],"[[0.02 0.01]
 [0.05 0.05]]",[ 1. -1.],[-0.97  0.82],[ 0.02 -0.15],[ 0.86 -0.98],[-0.2  0.3],"[[-0.   -0.01]
 [ 0.02 -0.  ]]","[[-0.06 -0.02]
 [-0.04 -0.  ]]","[[-0.    0.  ]
 [ 0.01  0.  ]]","[[-0.01  0.02]
 [-0.11  0.13]]","[[ 0. -0.]
 [ 0. -0.]]",,
,,[ 0.18 -0.2 ],"[[-0.05 -0.01]
 [-0.    0.02]]",[0.71 0.72],"[[0.07 0.06]
 [0.02 0.08]]",[ 1. -1.],[-0.98  0.86],[ 0.12 -0.16],[ 0.84 -0.98],[-0.08  0.28],"[[-0.01 -0.01]
 [ 0.01 -0.01]]","[[-0.16 -0.12]
 [ 0.02 -0.09]]","[[ 0.01  0.01]
 [-0.    0.01]]","[[-0.09  0.07]
 [-0.03  0.17]]","[[-0.  0.]
 [-0. -0.]]",,
,,[ 0.01 -0.24],"[[-0.    0.01]
 [-0.02  0.01]]",[0.71 0.7 ],"[[0.01 0.02]
 [0.06 0.05]]",[ 0.76 -1.  ],[-0.97  0.82],[-0.21 -0.23],[ 0.88 -0.98],[-0.41  0.22],"[[ 0.    0.  ]
 [-0.    0.01]]","[[0.01 0.04]
 [0.05 0.1 ]]","[[-0.   -0.01]
 [-0.   -0.  ]]","[[-0.02 -0.01]
 [-0.12 -0.04]]","[[ 0.    0.  ]
 [-0.01  0.01]]",,
,,[-0.21 -0.25],"[[-0.05  0.01]
 [ 0.   -0.02]]",[0.73 0.73],"[[0.09 0.02]
 [0.06 0.05]]",[ 0.37 -1.  ],[-0.99  0.94],[-0.54 -0.31],[ 0.91 -0.99],[-0.78  0.11],"[[-0.    0.01]
 [ 0.01  0.02]]","[[-0.02 -0.02]
 [ 0.11 -0.12]]","[[ 0.01 -0.  ]
 [-0.    0.  ]]","[[-0.23  0.04]
 [-0.09 -0.  ]]","[[-0.    0.  ]
 [-0.01  0.  ]]",,
,,[ 0.16 -0.21],"[[ 0.01 -0.03]
 [-0.01 -0.  ]]",[0.72 0.72],"[[0.05 0.09]
 [0.02 0.05]]",[ 1. -1.],[-0.97  0.85],[ 0.1  -0.16],[ 0.86 -0.98],[-0.16  0.27],"[[-0.01  0.01]
 [ 0.01  0.01]]","[[-0.05 -0.21]
 [ 0.01 -0.08]]","[[-0.   -0.  ]
 [-0.   -0.01]]","[[ 0.1   0.05]
 [-0.05  0.07]]","[[-0.    0.  ]
 [-0.01  0.  ]]",,
,,[ 0.18 -0.19],"[[-0.02 -0.01]
 [-0.01 -0.06]]",[0.71 0.73],"[[0.05 0.04]
 [0.05 0.08]]",[ 1. -1.],[-0.99  0.9 ],[ 0.12 -0.16],[ 0.83 -0.98],[-0.05  0.29],"[[ 0.   -0.  ]
 [ 0.    0.01]]","[[ 0.02 -0.1 ]
 [ 0.06 -0.17]]","[[ 0.    0.  ]
 [-0.01  0.01]]","[[-0.11  0.02]
 [-0.09 -0.14]]","[[-0.    0.  ]
 [-0.    0.01]]",,
,,[ 0.17 -0.2 ],"[[-0.03  0.01]
 [-0.05  0.  ]]",[0.71 0.72],"[[0.04 0.06]
 [0.09 0.01]]",[ 1. -1.],[-0.98  0.86],[ 0.11 -0.16],[ 0.83 -0.98],[-0.09  0.28],"[[ 0.    0.  ]
 [-0.    0.01]]","[[-0.1  -0.08]
 [-0.01  0.01]]","[[ 0.    0.  ]
 [ 0.   -0.01]]","[[-0.03  0.12]
 [-0.23 -0.  ]]","[[0. 0.]
 [0. 0.]]",,
,,[-0.13 -0.25],"[[-0.03 -0.03]
 [-0.   -0.05]]",[0.72 0.71],"[[0.05 0.07]
 [0.03 0.09]]",[ 0.52 -1.  ],[-0.98  0.87],[-0.43 -0.29],[ 0.9  -0.99],[-0.65  0.16],"[[-0.   -0.  ]
 [ 0.01 -0.01]]","[[-0.13  0.03]
 [ 0.03 -0.  ]]","[[-0.    0.  ]
 [-0.01  0.  ]]","[[-0.04 -0.16]
 [-0.05 -0.23]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[ 0.14 -0.17],"[[-0.01  0.01]
 [-0.03 -0.02]]",[0.74 0.75],"[[0.06 0.05]
 [0.11 0.07]]",[ 1. -1.],[-0.99  0.92],[-0.02 -0.08],[ 0.91 -0.99],[-0.2  0.3],"[[ 0.    0.  ]
 [ 0.01 -0.01]]","[[0.07 0.09]
 [0.08 0.04]]","[[-0.01  0.  ]
 [ 0.    0.  ]]","[[-0.11 -0.06]
 [-0.25 -0.15]]","[[-0.01 -0.  ]
 [ 0.   -0.  ]]",,
,,[ 0.03 -0.22],"[[-0.02 -0.06]
 [ 0.01 -0.03]]",[0.72 0.72],"[[0.05 0.08]
 [0.03 0.05]]",[ 0.81 -1.  ],[-0.98  0.89],[-0.2  -0.23],[ 0.91 -0.99],[-0.37  0.23],"[[-0.   -0.  ]
 [ 0.01  0.01]]","[[ 0.03 -0.19]
 [-0.02 -0.13]]","[[-0.    0.02]
 [-0.   -0.  ]]","[[-0.12 -0.11]
 [ 0.05 -0.  ]]","[[-0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.14 -0.2 ],"[[ 0.01 -0.02]
 [ 0.03 -0.04]]",[0.72 0.71],"[[0.07 0.05]
 [0.08 0.1 ]]",[ 1. -1.],[-0.97  0.83],[ 0.05 -0.17],[ 0.84 -0.98],[-0.19  0.3 ],"[[ 0.    0.01]
 [ 0.   -0.  ]]","[[ 0.12 -0.12]
 [-0.06 -0.24]]","[[-0.    0.  ]
 [ 0.   -0.01]]","[[-0.09  0.02]
 [ 0.19  0.06]]","[[-0.    0.  ]
 [ 0.01  0.  ]]",,
,,[ 0.14 -0.19],"[[-0.02  0.02]
 [-0.01  0.01]]",[0.73 0.73],"[[0.03 0.03]
 [0.03 0.02]]",[ 1. -1.],[-0.98  0.86],[-0.01 -0.11],[ 0.88 -0.99],[-0.19  0.3 ],"[[ 0.01 -0.  ]
 [ 0.    0.01]]","[[-0.01 -0.01]
 [-0.01  0.05]]","[[-0.    0.01]
 [ 0.   -0.01]]","[[-0.09  0.08]
 [-0.07  0.01]]","[[-0.  0.]
 [ 0. -0.]]",,
,,[ 0.   -0.24],"[[ 0.03  0.02]
 [ 0.   -0.01]]",[0.7  0.69],"[[0.05 0.04]
 [0.02 0.03]]",[ 0.74 -1.  ],[-0.96  0.8 ],[-0.22 -0.24],[ 0.86 -0.98],[-0.41  0.22],"[[-0.    0.  ]
 [ 0.01  0.01]]","[[ 0.13  0.01]
 [-0.03 -0.07]]","[[ 0.01  0.  ]
 [-0.   -0.01]]","[[0.03 0.09]
 [0.04 0.02]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[ 0.19 -0.2 ],"[[0.07 0.01]
 [0.03 0.01]]",[0.71 0.73],"[[0.13 0.02]
 [0.04 0.07]]",[ 1. -1.],[-0.98  0.87],[ 0.13 -0.16],[ 0.86 -0.98],[-0.07  0.28],"[[ 0.01  0.  ]
 [-0.02 -0.  ]]","[[ 0.01  0.06]
 [ 0.06 -0.08]]","[[ 0.   -0.  ]
 [-0.01  0.01]]","[[0.32 0.01]
 [0.1  0.15]]","[[-0.  0.]
 [-0.  0.]]",,
,,[-0.05 -0.22],"[[ 0.02 -0.03]
 [-0.   -0.05]]",[0.71 0.73],"[[0.06 0.08]
 [0.01 0.09]]",[ 0.65 -1.  ],[-0.99  0.91],[-0.31 -0.21],[ 0.89 -0.99],[-0.49  0.2 ],"[[-0.01 -0.01]
 [ 0.01 -0.  ]]","[[ 0.13  0.05]
 [-0.01 -0.24]]","[[ 0.    0.01]
 [-0.01  0.  ]]","[[-0.03 -0.19]
 [-0.02 -0.02]]","[[-0. -0.]
 [-0.  0.]]",,
,,[-0.01 -0.2 ],"[[-0.02  0.  ]
 [-0.01  0.05]]",[0.71 0.73],"[[0.09 0.02]
 [0.01 0.06]]",[ 0.71 -1.  ],[-0.99  0.91],[-0.24 -0.15],[ 0.89 -0.99],[-0.42  0.21],"[[ 0.    0.01]
 [-0.01  0.  ]]","[[ 0.07  0.02]
 [-0.01  0.08]]","[[-0.   -0.  ]
 [-0.   -0.01]]","[[-0.19 -0.03]
 [-0.02  0.16]]","[[-0.    0.  ]
 [-0.01  0.02]]",,
,,[-0.07 -0.23],"[[ 0.04  0.01]
 [ 0.04 -0.01]]",[0.7  0.72],"[[0.11 0.03]
 [0.05 0.05]]",[ 0.61 -1.  ],[-0.98  0.88],[-0.34 -0.26],[ 0.89 -0.99],[-0.52  0.19],"[[ 0.   -0.01]
 [ 0.01  0.01]]","[[-0.05 -0.  ]
 [ 0.1   0.04]]","[[-0. -0.]
 [ 0. -0.]]","[[ 0.26  0.08]
 [ 0.09 -0.1 ]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.18 -0.19],"[[ 0.02  0.03]
 [-0.   -0.02]]",[0.71 0.73],"[[0.04 0.04]
 [0.02 0.06]]",[ 1. -1.],[-0.99  0.89],[ 0.12 -0.16],[ 0.83 -0.98],[-0.07  0.28],"[[0.   0.01]
 [0.01 0.02]]","[[ 0.1   0.11]
 [-0.04 -0.14]]","[[0.   0.  ]
 [0.01 0.01]]","[[0.01 0.06]
 [0.   0.02]]","[[-0. -0.]
 [-0. -0.]]",,
,,[ 0.15 -0.18],"[[-0.02 -0.01]
 [-0.02 -0.02]]",[0.73 0.74],"[[0.05 0.03]
 [0.05 0.03]]",[ 1. -1.],[-0.99  0.89],[ 0.  -0.1],[ 0.9  -0.99],[-0.18  0.3 ],"[[ 0.   -0.  ]
 [ 0.01 -0.01]]","[[ 0.03 -0.08]
 [ 0.01 -0.  ]]","[[ 0.    0.  ]
 [-0.01 -0.  ]]","[[-0.12  0.02]
 [-0.12 -0.09]]","[[ 0.   -0.  ]
 [-0.01 -0.01]]",,
,,[-0.15 -0.25],"[[ 0.03 -0.03]
 [ 0.   -0.01]]",[0.72 0.72],"[[0.06 0.05]
 [0.02 0.03]]",[ 0.47 -1.  ],[-0.98  0.89],[-0.47 -0.3 ],[ 0.91 -0.99],[-0.69  0.15],"[[ 0.   -0.  ]
 [ 0.01  0.01]]","[[-0.01 -0.02]
 [-0.03  0.02]]","[[0. 0.]
 [0. 0.]]","[[ 0.15 -0.12]
 [ 0.04 -0.06]]","[[ 0.01  0.  ]
 [-0.   -0.  ]]",,
,,[-0.14 -0.26],"[[ 0.03 -0.02]
 [ 0.02  0.  ]]",[0.73 0.71],"[[0.12 0.02]
 [0.03 0.02]]",[ 0.49 -1.  ],[-0.98  0.85],[-0.47 -0.3 ],[ 0.93 -0.99],[-0.69  0.15],"[[-0.01 -0.01]
 [ 0.    0.01]]","[[-0.11 -0.06]
 [ 0.02 -0.04]]","[[0.   0.  ]
 [0.   0.01]]","[[ 0.26 -0.04]
 [ 0.08  0.03]]","[[ 0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.13 -0.21],"[[-0.02  0.08]
 [-0.01 -0.01]]",[0.72 0.71],"[[0.1  0.1 ]
 [0.02 0.01]]",[ 1. -1.],[-0.97  0.82],[-0.01 -0.18],[ 0.84 -0.98],[-0.22  0.31],"[[ 0.01  0.  ]
 [ 0.   -0.  ]]","[[ 0.09  0.16]
 [-0.04 -0.03]]","[[ 0.   -0.  ]
 [-0.01 -0.01]]","[[-0.2   0.23]
 [ 0.   -0.02]]","[[-0.    0.  ]
 [-0.01 -0.  ]]",,
,,[-0.09 -0.24],"[[-0.01  0.06]
 [-0.    0.  ]]",[0.71 0.71],"[[0.05 0.08]
 [0.03 0.02]]",[ 0.58 -1.  ],[-0.98  0.87],[-0.37 -0.27],[ 0.89 -0.98],[-0.56  0.18],"[[-0. -0.]
 [ 0.  0.]]","[[ 0.06  0.1 ]
 [ 0.04 -0.03]]","[[-0.   -0.  ]
 [ 0.01  0.  ]]","[[-0.08  0.19]
 [-0.06  0.04]]","[[-0.01  0.  ]
 [-0.    0.  ]]",,
,,[-0.03 -0.23],"[[ 0.   -0.04]
 [ 0.05  0.03]]",[0.73 0.72],"[[0.01 0.1 ]
 [0.1  0.05]]",[ 0.7 -1. ],[-0.98  0.88],[-0.29 -0.26],[ 0.93 -0.99],[-0.49  0.2 ],"[[-0.    0.  ]
 [ 0.01 -0.02]]","[[0.02 0.04]
 [0.25 0.06]]","[[ 0.   -0.  ]
 [ 0.01 -0.01]]","[[-0.   -0.23]
 [ 0.01  0.12]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[-0.04 -0.24],"[[ 0.01  0.01]
 [ 0.05 -0.02]]",[0.72 0.71],"[[0.07 0.05]
 [0.11 0.06]]",[ 0.67 -1.  ],[-0.98  0.85],[-0.32 -0.26],[ 0.93 -0.99],[-0.51  0.2 ],"[[-0.    0.  ]
 [ 0.02  0.01]]","[[-0.06  0.11]
 [-0.04 -0.14]]","[[-0.01 -0.01]
 [-0.01 -0.01]]","[[ 0.14 -0.02]
 [ 0.26  0.03]]","[[-0.   -0.01]
 [ 0.   -0.  ]]",,
,,[ 0.17 -0.19],"[[ 0.02 -0.01]
 [ 0.04  0.01]]",[0.71 0.73],"[[0.07 0.02]
 [0.07 0.02]]",[ 1. -1.],[-0.99  0.89],[ 0.11 -0.16],[ 0.83 -0.98],[-0.08  0.28],"[[-0. -0.]
 [-0.  0.]]","[[ 0.15 -0.05]
 [ 0.01 -0.01]]","[[-0.   -0.  ]
 [-0.01  0.  ]]","[[-0.03  0.  ]
 [ 0.18  0.04]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[ 0.15 -0.18],"[[ 0.03 -0.05]
 [ 0.04  0.  ]]",[0.73 0.73],"[[0.04 0.06]
 [0.06 0.02]]",[ 1. -1.],[-0.98  0.88],[ 0.01 -0.11],[ 0.89 -0.99],[-0.17  0.3 ],"[[-0.    0.01]
 [ 0.02  0.  ]]","[[ 0.06 -0.13]
 [ 0.02  0.03]]","[[ 0.   -0.01]
 [ 0.   -0.01]]","[[ 0.09 -0.11]
 [ 0.16 -0.03]]","[[ 0.  0.]
 [-0.  0.]]",,
,,[ 0.19 -0.19],"[[-0.05 -0.03]
 [-0.02 -0.  ]]",[0.71 0.74],"[[0.07 0.06]
 [0.03 0.  ]]",[ 1. -1.],[-0.99  0.91],[ 0.13 -0.16],[ 0.85 -0.98],[-0.04  0.29],"[[-0.    0.01]
 [ 0.   -0.  ]]","[[-0.08 -0.16]
 [-0.07 -0.  ]]","[[-0. -0.]
 [-0.  0.]]","[[-0.18 -0.02]
 [-0.03 -0.01]]","[[-0.   -0.  ]
 [-0.   -0.01]]",,
,,[-0.1  -0.26],"[[ 0.01 -0.05]
 [-0.02 -0.03]]",[0.72 0.7 ],"[[0.03 0.07]
 [0.08 0.04]]",[ 0.57 -1.  ],[-0.97  0.82],[-0.4  -0.28],[ 0.92 -0.99],[-0.6   0.17],"[[ 0.    0.  ]
 [-0.01 -0.01]]","[[-0.03 -0.05]
 [-0.17 -0.1 ]]","[[-0.    0.01]
 [-0.   -0.  ]]","[[ 0.06 -0.19]
 [ 0.06 -0.03]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.12 -0.19],"[[ 0.04 -0.01]
 [ 0.03 -0.01]]",[0.73 0.72],"[[0.07 0.09]
 [0.05 0.02]]",[ 1. -1.],[-0.97  0.83],[-0.05 -0.12],[ 0.86 -0.98],[-0.23  0.3 ],"[[ 0.01 -0.  ]
 [-0.01  0.01]]","[[-0.    0.12]
 [ 0.12 -0.02]]","[[-0. -0.]
 [-0.  0.]]","[[ 0.18 -0.16]
 [ 0.01 -0.04]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.05 -0.23],"[[-0.07 -0.06]
 [ 0.02  0.01]]",[0.7 0.7],"[[0.09 0.13]
 [0.03 0.02]]",[ 0.83 -1.  ],[-0.97  0.82],[-0.14 -0.22],[ 0.85 -0.98],[-0.33  0.23],"[[-0.01 -0.  ]
 [ 0.   -0.01]]","[[-0.15  0.01]
 [ 0.09  0.05]]","[[-0.    0.01]
 [ 0.   -0.  ]]","[[-0.21 -0.32]
 [ 0.    0.  ]]","[[-0.   -0.  ]
 [ 0.01  0.01]]",,
,,[ 0.14 -0.21],"[[ 0.   -0.02]
 [ 0.   -0.04]]",[0.72 0.71],"[[0.03 0.02]
 [0.03 0.1 ]]",[ 1. -1.],[-0.97  0.82],[ 0.02 -0.18],[ 0.84 -0.98],[-0.21  0.3 ],"[[-0.    0.01]
 [-0.01  0.  ]]","[[-0.04 -0.05]
 [ 0.05  0.06]]","[[-0. -0.]
 [-0.  0.]]","[[ 0.05 -0.03]
 [-0.04 -0.24]]","[[ 0.   -0.  ]
 [-0.   -0.01]]",,
,,[ 0.16 -0.21],"[[-0.03 -0.01]
 [-0.06 -0.01]]",[0.72 0.72],"[[0.03 0.04]
 [0.11 0.03]]",[ 1. -1.],[-0.97  0.84],[ 0.1  -0.16],[ 0.86 -0.98],[-0.16  0.27],"[[0.   0.01]
 [0.01 0.01]]","[[-0.06  0.02]
 [-0.06 -0.06]]","[[ 0.    0.  ]
 [ 0.01 -0.  ]]","[[-0.08 -0.1 ]
 [-0.28 -0.  ]]","[[ 0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.18 -0.2 ],"[[-0.09 -0.04]
 [-0.09  0.01]]",[0.71 0.72],"[[0.14 0.11]
 [0.1  0.04]]",[ 1. -1.],[-0.98  0.86],[ 0.11 -0.16],[ 0.83 -0.98],[-0.09  0.28],"[[-0.   -0.  ]
 [-0.01 -0.01]]","[[-0.09 -0.25]
 [-0.23  0.09]]","[[ 0.    0.01]
 [-0.01  0.  ]]","[[-0.36  0.04]
 [-0.21 -0.02]]","[[-0.    0.  ]
 [-0.    0.01]]",,
,,[ 0.18 -0.2 ],"[[ 0.02  0.04]
 [-0.02  0.03]]",[0.71 0.72],"[[0.03 0.09]
 [0.06 0.07]]",[ 1. -1.],[-0.98  0.86],[ 0.12 -0.16],[ 0.84 -0.98],[-0.08  0.28],"[[0.   0.01]
 [0.   0.01]]","[[ 0.03 -0.05]
 [-0.14 -0.01]]","[[-0.   -0.  ]
 [-0.   -0.01]]","[[0.09 0.22]
 [0.01 0.16]]","[[0.   0.  ]
 [0.01 0.  ]]",,
,,[-0.11 -0.23],"[[ 0.06 -0.  ]
 [ 0.01  0.02]]",[0.73 0.73],"[[0.09 0.03]
 [0.03 0.04]]",[ 0.58 -1.  ],[-0.99  0.94],[-0.42 -0.26],[ 0.91 -0.99],[-0.63  0.16],"[[-0.01 -0.  ]
 [-0.01  0.  ]]","[[ 0.05 -0.04]
 [ 0.   -0.02]]","[[-0.01 -0.01]
 [-0.01  0.01]]","[[0.24 0.04]
 [0.07 0.11]]","[[ 0.    0.01]
 [-0.   -0.  ]]",,
,,[ 0.04 -0.23],"[[ 0.01  0.04]
 [-0.    0.04]]",[0.7 0.7],"[[0.04 0.09]
 [0.01 0.05]]",[ 0.8 -1. ],[-0.96  0.81],[-0.15 -0.22],[ 0.85 -0.98],[-0.35  0.23],"[[-0.01 -0.01]
 [-0.01  0.01]]","[[-0.   -0.04]
 [ 0.    0.02]]","[[-0.02  0.05]
 [-0.    0.04]]","[[ 0.09  0.21]
 [-0.01  0.13]]","[[ 0.01 -0.  ]
 [ 0.   -0.  ]]",,
,,[ 0.09 -0.22],"[[0.01 0.01]
 [0.03 0.04]]",[0.75 0.71],"[[0.04 0.03]
 [0.06 0.06]]",[ 0.99 -1.  ],[-0.98  0.85],[-0.14 -0.22],[ 0.87 -0.98],[-0.32  0.24],"[[-0.    0.  ]
 [-0.    0.01]]","[[ 0.1  -0.02]
 [ 0.15  0.03]]","[[ 0.01 -0.  ]
 [ 0.   -0.02]]","[[-0.03  0.08]
 [ 0.01  0.16]]","[[-0.   -0.  ]
 [-0.01 -0.01]]",,
,,[ 0.13 -0.21],"[[ 0.06  0.01]
 [ 0.01 -0.01]]",[0.72 0.71],"[[0.1  0.06]
 [0.06 0.02]]",[ 1. -1.],[-0.97  0.82],[ 0.   -0.18],[ 0.84 -0.98],[-0.22  0.31],"[[-0.01  0.  ]
 [-0.   -0.  ]]","[[ 0.09 -0.06]
 [-0.06  0.  ]]","[[-0. -0.]
 [-0.  0.]]","[[ 0.24  0.12]
 [ 0.12 -0.04]]","[[-0.  0.]
 [-0. -0.]]",,
,,[ 0.1  -0.22],"[[0.01 0.  ]
 [0.   0.01]]",[0.74 0.71],"[[0.01 0.05]
 [0.01 0.01]]",[ 1. -1.],[-0.97  0.83],[-0.11 -0.21],[ 0.85 -0.98],[-0.29  0.25],"[[0.01 0.01]
 [0.01 0.01]]","[[ 0.02 -0.08]
 [-0.01  0.03]]","[[ 0.01 -0.01]
 [ 0.01  0.01]]","[[0.03 0.08]
 [0.02 0.02]]","[[-0.    0.01]
 [-0.01  0.  ]]",,
,,[-0.06 -0.25],"[[-0.03 -0.  ]
 [-0.01  0.04]]",[0.72 0.7 ],"[[0.04 0.1 ]
 [0.08 0.06]]",[ 0.63 -1.  ],[-0.97  0.83],[-0.34 -0.27],[ 0.93 -0.99],[-0.54  0.19],"[[-0.   -0.01]
 [ 0.    0.01]]","[[-0.07 -0.16]
 [ 0.08  0.14]]","[[ 0.   -0.  ]
 [ 0.01 -0.01]]","[[-0.09  0.15]
 [-0.16  0.08]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[-0.25 -0.26],"[[-0.06  0.04]
 [ 0.    0.03]]",[0.74 0.73],"[[0.12 0.06]
 [0.04 0.06]]",[ 0.26 -1.  ],[-1.    0.95],[-0.61 -0.34],[ 0.93 -0.99],[-0.86  0.07],"[[ 0.    0.  ]
 [-0.01  0.  ]]","[[0.03 0.06]
 [0.07 0.01]]","[[-0.01 -0.  ]
 [ 0.    0.  ]]","[[-0.3   0.16]
 [-0.06  0.15]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.12 -0.19],"[[ 0.02 -0.03]
 [-0.04  0.02]]",[0.73 0.72],"[[0.03 0.06]
 [0.06 0.03]]",[ 1. -1.],[-0.97  0.84],[-0.06 -0.12],[ 0.87 -0.98],[-0.24  0.29],"[[ 0.   -0.01]
 [-0.   -0.01]]","[[ 0.06  0.01]
 [-0.15  0.08]]","[[-0.    0.  ]
 [ 0.    0.01]]","[[ 0.05 -0.14]
 [-0.04  0.03]]","[[-0.  0.]
 [-0. -0.]]",,
,,[ 0.11 -0.21],"[[-0.05  0.02]
 [ 0.01 -0.02]]",[0.73 0.71],"[[0.09 0.03]
 [0.04 0.01]]",[ 1. -1.],[-0.96  0.81],[-0.08 -0.17],[ 0.84 -0.98],[-0.26  0.28],"[[ 0.02 -0.03]
 [-0.   -0.01]]","[[-0.09  0.06]
 [ 0.08 -0.03]]","[[0.   0.01]
 [0.01 0.  ]]","[[-0.21  0.04]
 [-0.04 -0.04]]","[[ 0.   -0.01]
 [ 0.   -0.01]]",,
,,[ 0.12 -0.21],"[[-0.   -0.01]
 [ 0.01  0.  ]]",[0.73 0.71],"[[0.04 0.01]
 [0.06 0.04]]",[ 1. -1.],[-0.97  0.81],[-0.06 -0.15],[ 0.85 -0.98],[-0.24  0.29],"[[ 0.   -0.01]
 [-0.    0.01]]","[[-0.06 -0.04]
 [ 0.13  0.05]]","[[ 0.   -0.01]
 [ 0.    0.02]]","[[ 0.05 -0.01]
 [-0.06 -0.06]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[ 0.01 -0.23],"[[ 0.01 -0.04]
 [-0.01 -0.02]]",[0.71 0.71],"[[0.02 0.06]
 [0.01 0.02]]",[ 0.75 -1.  ],[-0.97  0.84],[-0.23 -0.24],[ 0.9  -0.99],[-0.42  0.21],"[[ 0.   -0.  ]
 [-0.01  0.  ]]","[[ 0.04 -0.05]
 [-0.02 -0.03]]","[[-0.  0.]
 [ 0. -0.]]","[[-0.01 -0.16]
 [-0.02 -0.06]]","[[-0.   -0.  ]
 [ 0.01  0.  ]]",,
,,[ 0.1  -0.22],"[[ 0.07  0.02]
 [ 0.02 -0.  ]]",[0.73 0.7 ],"[[0.09 0.02]
 [0.07 0.03]]",[ 1. -1.],[-0.97  0.81],[-0.09 -0.19],[ 0.85 -0.98],[-0.28  0.26],"[[0.   0.01]
 [0.01 0.01]]","[[ 0.21  0.04]
 [ 0.16 -0.06]]","[[0.01 0.  ]
 [0.01 0.01]]","[[ 0.15  0.06]
 [-0.04  0.02]]","[[ 0.   -0.  ]
 [-0.01  0.01]]",,
